date,min,max,zero_count,zero_percent,average,standard_deviation,variance
2022-09-10 11:38:17,172,196,163,163,99,100,100
2022-09-10 11:38:17,196,109,175,118,100,101,101
2022-09-10 11:38:17,190,114,166,183,101,101,101
2022-09-10 11:38:17,169,143,130,114,100,99,99
2022-09-10 11:38:17,146,181,152,160,100,100,101
2022-09-10 11:38:17,122,114,174,129,101,101,101
2022-09-10 11:38:17,163,132,164,116,101,100,100
2022-09-10 11:38:17,117,133,199,161,101,100,100
2022-09-10 11:38:17,183,135,111,118,101,100,100
2022-09-10 11:38:17,165,115,195,154,100,100,100
2022-09-10 11:38:17,133,114,111,122,101,100,99
2022-09-10 11:38:17,143,174,134,116,99,99,101
2022-09-10 11:38:17,178,118,127,130,99,99,99
2022-09-10 11:38:17,194,190,111,141,99,100,101
2022-09-10 11:38:17,174,198,177,121,99,101,100
2022-09-10 11:38:17,145,161,118,141,101,100,99
2022-09-10 11:38:17,150,161,178,0,99,100,101
2022-09-10 11:38:17,154,159,191,110,99,99,99
2022-09-10 11:38:17,197,109,190,111,99,99,100
2022-09-10 11:38:17,144,146,104,150,99,100,99
2022-09-10 11:38:17,107,174,107,110,101,101,99
2022-09-10 11:38:17,189,177,158,0,100,99,101
2022-09-10 11:38:17,111,114,195,100,101,100,101
2022-09-10 11:38:17,145,123,130,147,100,100,99
2022-09-10 11:38:17,101,151,117,158,100,99,100
2022-09-10 11:38:17,198,136,191,177,101,99,99
2022-09-10 11:38:17,107,146,112,133,99,100,99
2022-09-10 11:38:17,161,135,113,194,99,99,101
2022-09-10 11:38:17,110,160,162,0,101,99,100
2022-09-10 11:38:17,100,132,103,116,101,99,100
2022-09-10 11:38:17,191,197,118,148,101,101,99
2022-09-10 11:38:17,176,183,176,158,101,99,101
2022-09-10 11:38:17,173,123,138,191,99,99,100
2022-09-10 11:38:17,128,177,149,0,100,100,99
2022-09-10 11:38:17,178,145,189,0,99,99,101
2022-09-10 11:38:17,147,185,189,145,99,100,99
2022-09-10 11:38:17,155,151,161,119,99,101,100
2022-09-10 11:38:17,147,103,192,151,100,101,100
2022-09-10 11:38:17,126,191,120,167,100,99,100
2022-09-10 11:38:17,153,161,123,178,99,100,99
2022-09-10 11:38:17,174,173,110,0,100,101,101
2022-09-10 11:38:17,125,105,182,109,100,100,100
2022-09-10 11:38:17,169,110,128,135,100,99,101
2022-09-10 11:38:17,173,187,131,177,100,100,99
2022-09-10 11:38:17,180,199,198,102,101,99,99
2022-09-10 11:38:17,139,199,112,196,99,101,99
2022-09-10 11:38:17,143,183,133,145,99,101,101
2022-09-10 11:38:17,110,161,111,123,99,99,99
2022-09-10 11:38:17,180,180,181,128,100,100,99
2022-09-10 11:38:17,161,115,115,0,99,101,99
2022-09-10 11:38:17,101,188,146,154,101,99,101
2022-09-10 11:38:17,192,191,173,131,101,101,100
2022-09-10 11:38:17,105,161,174,105,101,101,100
2022-09-10 11:38:17,137,186,105,112,101,101,100
2022-09-10 11:38:17,168,120,164,0,101,100,100
2022-09-10 11:38:17,187,196,145,106,99,99,101
2022-09-10 11:38:17,147,131,178,0,99,99,99
2022-09-10 11:38:17,110,186,117,153,100,101,100
2022-09-10 11:38:17,140,144,144,148,100,100,99
2022-09-10 11:38:17,151,131,120,114,101,100,99
2022-09-10 11:38:17,153,151,200,166,99,100,101
2022-09-10 11:38:17,145,127,186,0,100,100,101
2022-09-10 11:38:17,153,176,171,156,101,99,100
2022-09-10 11:38:17,118,109,191,115,100,99,99
2022-09-10 11:38:17,129,179,140,145,100,99,99
2022-09-10 11:38:17,118,107,184,115,101,99,101
2022-09-10 11:38:17,135,117,113,182,100,100,100
2022-09-10 11:38:17,114,139,154,190,100,101,101
2022-09-10 11:38:17,143,139,138,166,101,100,101
2022-09-10 11:38:17,151,181,170,153,101,100,100
2022-09-10 11:38:17,114,176,173,107,101,100,99
2022-09-10 11:38:17,140,109,173,133,101,101,99
2022-09-10 11:38:17,147,195,102,143,99,100,99
2022-09-10 11:38:17,192,123,172,146,100,99,100
2022-09-10 11:38:17,178,150,164,178,101,100,99
2022-09-10 11:38:17,173,184,101,172,100,101,99
2022-09-10 11:38:17,174,189,156,144,101,100,99
2022-09-10 11:38:17,118,175,116,104,100,101,100
2022-09-10 11:38:17,180,150,145,124,99,99,100
2022-09-10 11:38:17,127,113,130,0,100,99,100
2022-09-10 11:38:17,134,163,123,0,99,99,101
2022-09-10 11:38:17,116,108,173,161,99,100,101
2022-09-10 11:38:17,177,193,185,128,101,99,101
2022-09-10 11:38:17,101,132,159,108,99,101,100
2022-09-10 11:38:17,156,103,120,173,101,101,99
2022-09-10 11:38:17,106,178,124,0,100,99,101
2022-09-10 11:38:17,147,178,109,165,99,100,101
2022-09-10 11:38:17,186,182,194,172,100,101,99
2022-09-10 11:38:17,122,103,108,169,100,100,99
2022-09-10 11:38:17,172,130,114,197,99,99,99
2022-09-10 11:38:17,142,195,178,118,100,99,100
2022-09-10 11:38:17,168,130,174,112,101,99,99
2022-09-10 11:38:17,114,127,186,161,99,99,99
2022-09-10 11:38:17,132,194,189,118,100,100,100
2022-09-10 11:38:17,148,147,117,102,100,101,101
2022-09-10 11:38:17,182,164,173,130,99,101,101
2022-09-10 11:38:17,167,107,109,169,101,101,100
2022-09-10 11:38:17,126,109,146,0,99,100,99
2022-09-10 11:38:17,144,187,166,176,101,101,100
2022-09-10 11:38:17,129,119,185,160,100,100,100
2022-09-10 11:38:17,133,129,132,0,99,99,101
2022-09-10 11:38:17,116,120,191,171,100,100,101
2022-09-10 11:38:17,156,139,133,195,99,100,101
2022-09-10 11:38:17,174,176,191,170,100,101,101
2022-09-10 11:38:17,200,133,145,0,100,99,99
2022-09-10 11:38:17,190,131,146,134,101,100,101
2022-09-10 11:38:17,183,170,116,106,101,100,100
2022-09-10 11:38:17,160,157,188,178,101,100,99
2022-09-10 11:38:17,123,183,124,136,99,99,101
2022-09-10 11:38:17,171,144,173,153,100,99,100
2022-09-10 11:38:17,105,162,160,0,101,101,99
2022-09-10 11:38:17,135,131,113,175,100,101,101
2022-09-10 11:38:17,165,193,155,173,101,100,99
2022-09-10 11:38:17,108,112,159,190,101,99,99
2022-09-10 11:38:17,144,180,113,142,100,100,101
2022-09-10 11:38:17,139,155,187,113,99,99,99
2022-09-10 11:38:17,149,147,175,0,99,100,99
2022-09-10 11:38:17,193,194,141,133,100,100,99
2022-09-10 11:38:17,199,188,130,186,100,99,99
2022-09-10 11:38:17,115,115,168,0,99,101,100
2022-09-10 11:38:17,162,195,109,197,99,101,99
2022-09-10 11:38:17,135,118,119,170,100,99,99
2022-09-10 11:38:17,178,142,118,158,99,100,99
2022-09-10 11:38:17,179,127,155,110,100,99,101
2022-09-10 11:38:17,158,104,197,182,100,99,100
2022-09-10 11:38:17,183,169,133,144,100,100,100
2022-09-10 11:38:17,142,176,130,161,99,101,100
2022-09-10 11:38:17,143,126,196,124,99,101,101
2022-09-10 11:38:17,103,183,178,174,100,101,101
2022-09-10 11:38:17,158,129,118,126,101,101,99
2022-09-10 11:38:17,127,146,138,166,100,100,99
2022-09-10 11:38:17,104,117,199,198,100,99,99
2022-09-10 11:38:17,103,170,157,140,100,100,101
2022-09-10 11:38:17,199,100,100,0,99,99,100
2022-09-10 11:38:17,124,127,147,176,99,99,99
2022-09-09 11:38:17,187,160,0,147,100,101,99
2022-09-09 11:38:17,108,183,0,198,99,100,101
2022-09-09 11:38:17,103,175,0,0,99,100,99
2022-09-09 11:38:17,198,128,0,104,100,99,101
2022-09-09 11:38:17,132,113,0,126,101,101,101
2022-09-09 11:38:17,126,144,0,154,99,99,101
2022-09-09 11:38:17,141,138,170,110,100,99,100
2022-09-09 11:38:17,153,172,193,168,101,101,99
2022-09-09 11:38:17,179,167,128,0,101,100,101
2022-09-09 11:38:17,148,162,140,173,101,100,99
2022-09-09 11:38:17,185,170,148,0,100,100,101
2022-09-09 11:38:17,158,106,193,100,101,100,101
2022-09-09 11:38:17,165,106,127,140,99,101,100
2022-09-09 11:38:17,139,140,155,174,100,100,99
2022-09-09 11:38:17,191,164,137,157,100,100,99
2022-09-09 11:38:17,178,119,130,120,99,100,101
2022-09-09 11:38:17,108,153,116,184,101,101,100
2022-09-09 11:38:17,137,116,182,124,99,100,101
2022-09-09 11:38:17,161,144,189,121,99,101,99
2022-09-09 11:38:17,182,166,162,184,101,100,99
2022-09-09 11:38:17,191,199,105,0,99,99,101
2022-09-09 11:38:17,142,189,186,188,99,100,100
2022-09-09 11:38:17,188,101,110,0,101,100,101
2022-09-09 11:38:17,126,157,147,135,99,100,100
2022-09-09 11:38:17,149,186,161,109,101,99,99
2022-09-09 11:38:17,119,118,146,0,100,100,100
2022-09-09 11:38:17,118,132,170,173,101,99,99
2022-09-09 11:38:17,156,125,162,0,100,101,99
2022-09-09 11:38:17,119,172,103,103,99,100,100
2022-09-09 11:38:17,128,141,121,107,100,99,99
2022-09-09 11:38:17,123,186,190,136,99,99,100
2022-09-09 11:38:17,126,142,166,156,99,101,99
2022-09-09 11:38:17,136,112,175,0,101,99,101
2022-09-09 11:38:17,154,119,141,168,101,99,101
2022-09-09 11:38:17,110,130,141,132,101,99,101
2022-09-09 11:38:17,187,184,183,161,101,100,101
2022-09-09 11:38:17,110,145,123,141,100,100,99
2022-09-09 11:38:17,158,150,137,127,100,99,101
2022-09-09 11:38:17,187,120,178,128,99,100,99
2022-09-09 11:38:17,104,198,141,155,99,100,101
2022-09-09 11:38:17,102,158,164,0,101,100,99
2022-09-09 11:38:17,132,184,116,144,100,99,100
2022-09-09 11:38:17,172,153,149,162,99,101,100
2022-09-09 11:38:17,147,120,133,130,99,101,100
2022-09-09 11:38:17,186,121,125,195,100,101,100
2022-09-09 11:38:17,136,183,186,101,101,101,101
2022-09-09 11:38:17,100,166,115,187,100,100,101
2022-09-09 11:38:17,190,185,123,121,99,101,101
2022-09-09 11:38:17,197,179,189,199,100,100,99
2022-09-09 11:38:17,120,119,130,109,100,100,101
2022-09-09 11:38:17,170,141,118,104,100,100,101
2022-09-09 11:38:17,135,141,157,125,101,101,99
2022-09-09 11:38:17,102,167,199,121,101,101,101
2022-09-09 11:38:17,148,198,154,152,101,99,101
2022-09-09 11:38:17,176,190,184,144,101,99,100
2022-09-09 11:38:17,152,193,103,199,101,100,101
2022-09-09 11:38:17,117,194,119,175,99,100,99
2022-09-09 11:38:17,114,166,169,134,99,99,101
2022-09-09 11:38:17,108,193,100,179,100,99,100
2022-09-09 11:38:17,127,154,182,0,99,101,101
2022-09-09 11:38:17,144,154,103,139,99,101,100
2022-09-09 11:38:17,194,131,112,143,101,101,100
2022-09-09 11:38:17,146,111,113,0,100,100,100
2022-09-09 11:38:17,170,167,168,0,99,100,99
2022-09-09 11:38:17,126,179,176,196,101,100,100
2022-09-09 11:38:17,190,159,191,117,99,101,100
2022-09-09 11:38:17,147,151,114,162,101,100,99
2022-09-09 11:38:17,172,166,190,174,99,101,100
2022-09-09 11:38:17,139,141,184,174,101,101,99
2022-09-09 11:38:17,119,175,157,118,100,100,99
2022-09-09 11:38:17,142,140,180,0,100,99,101
2022-09-09 11:38:17,124,198,110,0,99,100,101
2022-09-09 11:38:17,172,143,193,143,101,100,101
2022-09-09 11:38:17,149,103,104,169,100,99,99
2022-09-09 11:38:17,142,194,155,124,99,99,100
2022-09-09 11:38:17,104,121,137,0,99,101,100
2022-09-09 11:38:17,173,129,146,181,99,100,100
2022-09-09 11:38:17,174,103,146,195,99,99,101
2022-09-09 11:38:17,102,134,151,181,101,101,99
2022-09-09 11:38:17,166,188,129,200,101,100,99
2022-09-09 11:38:17,151,141,156,0,101,100,101
2022-09-09 11:38:17,163,108,135,183,101,99,99
2022-09-09 11:38:17,192,100,179,107,101,101,101
2022-09-09 11:38:17,102,171,175,188,101,99,101
2022-09-09 11:38:17,100,191,159,109,100,99,101
2022-09-09 11:38:17,196,147,189,123,99,100,99
2022-09-09 11:38:17,178,128,138,107,99,101,99
2022-09-09 11:38:17,113,186,164,0,101,100,99
2022-09-09 11:38:17,142,196,193,0,99,100,101
2022-09-09 11:38:17,134,108,121,109,101,100,101
2022-09-09 11:38:17,100,158,194,107,99,100,101
2022-09-09 11:38:17,175,162,162,164,101,99,100
2022-09-09 11:38:17,185,152,131,121,100,100,99
2022-09-09 11:38:17,183,146,146,176,101,99,99
2022-09-09 11:38:17,132,126,131,179,99,99,100
2022-09-09 11:38:17,163,160,138,125,99,99,99
2022-09-09 11:38:17,193,105,191,0,101,101,99
2022-09-09 11:38:17,105,173,103,158,99,101,101
2022-09-09 11:38:17,119,160,135,121,101,99,100
2022-09-09 11:38:17,110,151,105,176,100,101,101
2022-09-09 11:38:17,191,157,124,0,100,100,101
2022-09-09 11:38:17,184,145,164,183,100,100,101
2022-09-09 11:38:17,141,175,130,191,99,101,99
2022-09-09 11:38:17,117,190,156,189,101,101,99
2022-09-09 11:38:17,119,180,168,0,101,100,101
2022-09-09 11:38:17,197,117,162,0,100,101,100
2022-09-09 11:38:17,128,141,110,130,99,99,100
2022-09-09 11:38:17,134,161,163,190,99,99,99
2022-09-09 11:38:17,186,159,122,121,101,99,100
2022-09-09 11:38:17,125,159,181,108,99,100,100
2022-09-09 11:38:17,159,185,147,103,99,101,100
2022-09-09 11:38:17,199,196,160,0,100,101,99
2022-09-09 11:38:17,185,176,118,193,101,101,100
2022-09-09 11:38:17,121,180,191,192,99,99,100
2022-09-09 11:38:17,185,119,191,0,99,100,99
2022-09-09 11:38:17,170,121,132,0,100,101,99
2022-09-09 11:38:17,146,175,184,173,101,100,99
2022-09-09 11:38:17,102,101,175,129,99,99,101
2022-09-09 11:38:17,134,187,121,155,99,99,99
2022-09-09 11:38:17,125,146,121,116,99,99,101
2022-09-09 11:38:17,126,139,192,154,99,101,99
2022-09-09 11:38:17,156,129,117,125,99,99,99
2022-09-09 11:38:17,179,137,172,146,101,100,100
2022-09-09 11:38:17,186,147,132,0,99,101,100
2022-09-09 11:38:17,140,118,194,178,101,100,101
2022-09-09 11:38:17,152,118,177,109,100,100,101
2022-09-09 11:38:17,126,193,182,199,101,101,100
2022-09-09 11:38:17,188,129,105,184,101,101,101
2022-09-09 11:38:17,124,162,145,190,100,100,99
2022-09-09 11:38:17,150,124,158,129,100,100,101
2022-09-09 11:38:17,119,153,185,159,101,100,100
2022-09-09 11:38:17,109,168,101,197,100,100,101
2022-09-09 11:38:17,189,159,200,197,101,101,101
2022-09-09 11:38:17,187,125,124,160,101,101,101
2022-09-09 11:38:17,179,121,148,117,99,100,100
2022-09-09 11:38:17,188,107,111,198,100,99,100
2022-09-09 11:38:17,185,179,102,0,99,101,99
2022-09-09 11:38:17,182,172,100,152,100,99,101
2022-09-09 11:38:17,149,116,191,172,99,100,99
2022-09-09 11:38:17,160,151,127,160,99,101,101
2022-09-09 11:38:17,153,133,116,155,100,100,101
2022-09-09 11:38:17,176,198,192,108,101,101,99
2022-09-09 11:38:17,155,107,171,103,101,99,101
2022-09-09 11:38:17,160,114,193,140,99,101,100
2022-09-09 11:38:17,135,184,108,147,101,100,99
2022-09-09 11:38:17,154,100,159,166,101,101,99
2022-09-09 11:38:17,179,186,126,124,100,101,100
2022-09-09 11:38:17,101,111,114,134,101,100,101
2022-09-09 11:38:17,102,174,128,188,99,99,100
2022-09-09 11:38:17,122,197,158,145,100,101,99
2022-09-09 11:38:17,109,125,182,136,100,99,101
2022-09-09 11:38:17,175,144,176,123,101,101,100
2022-09-09 11:38:17,165,165,101,127,99,101,99
2022-09-09 11:38:17,172,140,130,142,101,100,100
2022-09-09 11:38:17,181,184,102,0,101,100,101
2022-09-09 11:38:17,117,199,135,188,100,99,101
2022-09-09 11:38:17,189,193,181,0,99,100,100
2022-09-09 11:38:17,110,118,177,0,101,101,99
2022-09-09 11:38:17,172,180,188,135,101,101,100
2022-09-09 11:38:17,148,115,113,0,99,101,101
2022-09-09 11:38:17,108,112,151,123,99,101,99
2022-09-09 11:38:17,162,132,184,0,99,100,100
2022-09-09 11:38:17,135,143,199,0,101,99,100
2022-09-09 11:38:17,189,151,166,135,100,100,101
2022-09-09 11:38:17,163,105,171,197,100,101,100
2022-09-09 11:38:17,117,101,144,0,99,99,100
2022-09-09 11:38:17,143,124,143,0,100,100,99
2022-09-09 11:38:17,125,172,151,113,100,99,99
2022-09-09 11:38:17,198,109,103,133,101,101,101
2022-09-09 11:38:17,118,179,121,182,101,101,99
2022-09-09 11:38:17,110,174,128,184,99,99,100
2022-09-09 11:38:17,137,114,137,122,100,99,99
2022-09-09 11:38:17,127,182,196,0,99,101,100
2022-09-09 11:38:17,191,194,114,113,100,99,101
2022-09-09 11:38:17,115,197,107,150,100,100,101
2022-09-09 11:38:17,190,103,190,105,101,101,99
2022-09-09 11:38:17,152,169,149,175,101,100,101
2022-09-09 11:38:17,125,147,129,120,99,100,99
2022-09-09 11:38:17,195,141,152,128,100,101,100
2022-09-09 11:38:17,167,194,147,184,99,101,101
2022-09-09 11:38:17,110,191,113,151,99,99,99
2022-09-09 11:38:17,185,168,108,119,100,100,101
2022-09-09 11:38:17,112,170,163,190,100,100,99
2022-09-09 11:38:17,109,192,179,154,99,99,99
2022-09-09 11:38:17,168,105,146,117,100,99,101
2022-09-09 11:38:17,199,164,123,0,101,100,100
2022-09-09 11:38:17,127,113,148,193,101,101,99
2022-09-09 11:38:17,132,103,108,195,101,101,101
2022-09-09 11:38:17,158,101,183,152,100,100,100
2022-09-09 11:38:17,122,186,131,107,101,99,99
2022-09-09 11:38:17,182,176,104,0,99,100,101
2022-09-09 11:38:17,108,176,122,177,100,100,99
2022-09-09 11:38:17,178,193,160,0,100,101,101
2022-09-09 11:38:17,181,138,169,177,100,100,99
2022-09-09 11:38:17,124,135,116,167,101,99,100
2022-09-09 11:38:17,186,181,118,186,100,100,100
2022-09-09 11:38:17,146,109,105,0,99,99,101
2022-09-09 11:38:17,200,164,166,192,101,99,99
2022-09-09 11:38:17,187,161,163,0,99,101,101
2022-09-09 11:38:17,150,149,170,177,101,100,99
2022-09-08 11:38:17,115,124,0,159,100,99,101
2022-09-08 11:38:17,179,131,0,0,100,101,101
2022-09-08 11:38:17,138,174,0,173,100,100,100
2022-09-08 11:38:17,129,140,0,112,100,101,101
2022-09-08 11:38:17,162,154,0,170,101,99,99
2022-09-08 11:38:17,116,199,0,174,101,99,101
2022-09-08 11:38:17,108,177,200,0,100,101,100
2022-09-08 11:38:17,108,193,121,0,99,100,100
2022-09-08 11:38:17,160,122,159,101,99,101,101
2022-09-08 11:38:17,168,123,111,137,101,100,99
2022-09-08 11:38:17,164,177,102,170,100,100,101
2022-09-08 11:38:17,153,173,121,192,101,99,101
2022-09-08 11:38:17,108,151,158,134,101,99,100
2022-09-08 11:38:17,199,178,127,175,100,101,100
2022-09-08 11:38:17,139,150,122,162,101,100,99
2022-09-08 11:38:17,199,108,179,134,99,101,101
2022-09-08 11:38:17,193,169,193,186,100,100,99
2022-09-08 11:38:17,146,184,149,0,101,99,99
2022-09-08 11:38:17,106,113,158,119,100,99,100
2022-09-08 11:38:17,100,123,132,116,99,101,99
2022-09-08 11:38:17,178,152,182,170,100,99,101
2022-09-08 11:38:17,198,199,154,176,101,99,101
2022-09-08 11:38:17,177,112,150,126,99,101,101
2022-09-08 11:38:17,101,196,160,176,99,101,101
2022-09-08 11:38:17,165,111,162,164,100,101,99
2022-09-08 11:38:17,136,151,106,0,101,99,100
2022-09-08 11:38:17,188,115,106,144,99,100,101
2022-09-08 11:38:17,193,186,174,155,99,99,99
2022-09-08 11:38:17,143,194,150,186,101,99,100
2022-09-08 11:38:17,107,171,123,161,100,100,100
2022-09-08 11:38:17,170,188,187,0,100,99,99
2022-09-08 11:38:17,178,134,150,0,100,99,101
2022-09-08 11:38:17,113,134,109,173,100,101,99
2022-09-08 11:38:17,138,183,196,173,101,101,100
2022-09-08 11:38:17,157,185,164,104,99,101,99
2022-09-08 11:38:17,109,160,102,187,100,99,100
2022-09-08 11:38:17,194,176,109,194,101,101,101
2022-09-08 11:38:17,151,170,112,177,100,100,99
2022-09-08 11:38:17,111,190,178,126,101,100,99
2022-09-08 11:38:17,101,127,197,135,99,100,99
2022-09-08 11:38:17,142,183,166,0,100,99,99
2022-09-08 11:38:17,149,142,113,0,101,99,100
2022-09-08 11:38:17,138,167,178,0,99,101,101
2022-09-08 11:38:17,163,194,173,180,100,99,101
2022-09-08 11:38:17,137,172,163,134,99,99,101
2022-09-08 11:38:17,179,194,163,133,100,100,99
2022-09-08 11:38:17,182,190,187,0,100,99,101
2022-09-08 11:38:17,181,175,121,170,100,99,101
2022-09-08 11:38:17,133,118,185,172,99,100,100
2022-09-08 11:38:17,121,112,131,155,101,100,99
2022-09-08 11:38:17,145,115,177,130,101,99,101
2022-09-08 11:38:17,176,189,163,138,101,101,100
2022-09-08 11:38:17,119,199,170,196,101,101,99
2022-09-08 11:38:17,177,188,178,123,100,101,101
2022-09-08 11:38:17,155,164,159,120,101,99,99
2022-09-08 11:38:17,145,123,191,143,99,100,100
2022-09-08 11:38:17,133,109,129,196,100,101,100
2022-09-08 11:38:17,173,179,184,113,99,99,99
2022-09-08 11:38:17,130,195,198,123,101,101,101
2022-09-08 11:38:17,121,179,193,167,101,99,100
2022-09-08 11:38:17,194,169,162,171,100,101,100
2022-09-08 11:38:17,161,125,108,197,100,99,100
2022-09-08 11:38:17,101,148,102,0,99,99,99
2022-09-08 11:38:17,141,140,105,160,101,99,101
2022-09-08 11:38:17,177,193,104,100,101,99,100
2022-09-08 11:38:17,184,183,108,0,100,99,100
2022-09-08 11:38:17,184,127,181,0,101,101,100
2022-09-08 11:38:17,124,143,174,119,100,100,100
2022-09-08 11:38:17,151,188,128,126,100,100,99
2022-09-08 11:38:17,137,118,138,132,101,99,101
2022-09-08 11:38:17,170,105,117,128,99,101,101
2022-09-08 11:38:17,103,114,183,176,99,100,100
2022-09-08 11:38:17,115,101,107,182,100,101,99
2022-09-08 11:38:17,151,116,175,165,99,100,100
2022-09-08 11:38:17,181,111,172,111,99,99,101
2022-09-08 11:38:17,146,189,189,103,101,99,101
2022-09-08 11:38:17,134,137,200,198,100,101,101
2022-09-08 11:38:17,133,166,153,177,101,101,99
2022-09-08 11:38:17,148,124,185,0,101,100,99
2022-09-08 11:38:17,123,154,180,108,99,99,100
2022-09-08 11:38:17,105,152,192,168,99,101,100
2022-09-08 11:38:17,104,165,172,179,100,101,99
2022-09-08 11:38:17,193,168,192,191,101,101,100
2022-09-08 11:38:17,114,150,156,173,100,100,99
2022-09-08 11:38:17,115,110,150,197,99,101,100
2022-09-08 11:38:17,197,104,138,0,101,100,100
2022-09-08 11:38:17,200,135,169,171,100,99,99
2022-09-08 11:38:17,135,166,130,100,100,99,100
2022-09-08 11:38:17,163,123,116,199,101,99,99
2022-09-08 11:38:17,101,174,160,0,101,100,99
2022-09-08 11:38:17,159,146,148,108,101,101,101
2022-09-08 11:38:17,167,148,179,155,101,100,99
2022-09-08 11:38:17,123,120,101,138,99,101,101
2022-09-08 11:38:17,182,158,185,133,101,101,99
2022-09-08 11:38:17,171,186,124,162,100,99,99
2022-09-08 11:38:17,106,182,172,144,100,99,99
2022-09-08 11:38:17,163,153,189,166,100,101,100
2022-09-08 11:38:17,181,102,189,106,101,99,100
2022-09-08 11:38:17,193,145,150,128,99,99,99
2022-09-08 11:38:17,121,127,172,116,101,100,101
2022-09-08 11:38:17,139,142,107,143,99,99,100
2022-09-08 11:38:17,149,127,149,191,100,101,99
2022-09-08 11:38:17,159,167,116,151,99,101,99
2022-09-08 11:38:17,165,186,133,144,101,100,100
2022-09-08 11:38:17,148,150,152,170,101,99,99
2022-09-08 11:38:17,186,158,174,164,101,100,101
2022-09-08 11:38:17,178,110,184,157,101,100,99
2022-09-08 11:38:17,152,195,163,110,99,100,100
2022-09-08 11:38:17,148,124,188,0,100,100,101
2022-09-08 11:38:17,189,116,131,160,101,99,99
2022-09-08 11:38:17,148,160,113,106,100,99,100
2022-09-08 11:38:17,178,155,146,162,100,99,99
2022-09-08 11:38:17,140,169,103,0,101,99,100
2022-09-08 11:38:17,174,163,120,167,100,99,99
2022-09-08 11:38:17,173,131,175,148,100,99,99
2022-09-08 11:38:17,123,176,192,192,101,100,100
2022-09-08 11:38:17,114,155,161,160,100,99,100
2022-09-08 11:38:17,137,130,110,117,101,101,101
2022-09-08 11:38:17,153,141,128,197,101,100,101
2022-09-08 11:38:17,111,194,129,162,100,100,101
2022-09-08 11:38:17,146,134,121,110,101,99,99
2022-09-08 11:38:17,174,117,139,173,99,101,101
2022-09-08 11:38:17,174,147,113,125,100,100,99
2022-09-08 11:38:17,190,153,188,188,100,99,99
2022-09-08 11:38:17,155,129,156,117,99,99,100
2022-09-08 11:38:17,107,177,120,111,99,101,101
2022-09-08 11:38:17,116,179,163,130,101,101,99
2022-09-08 11:38:17,129,169,174,133,99,99,99
2022-09-08 11:38:17,185,184,167,173,101,101,101
2022-09-08 11:38:17,171,130,137,100,100,99,99
2022-09-08 11:38:17,178,148,186,155,99,100,100
2022-09-08 11:38:17,159,125,147,162,100,99,100
2022-09-08 11:38:17,121,196,126,119,100,101,101
2022-09-08 11:38:17,132,188,122,141,101,101,101
2022-09-08 11:38:17,111,172,158,188,100,99,100
2022-09-08 11:38:17,197,158,173,146,100,101,99
2022-09-08 11:38:17,108,137,104,0,101,99,100
2022-09-08 11:38:17,141,126,127,126,99,101,100
2022-09-08 11:38:17,179,190,120,176,101,100,101
2022-09-08 11:38:17,100,146,168,118,100,101,100
2022-09-08 11:38:17,158,131,121,146,99,101,99
2022-09-08 11:38:17,165,121,178,171,99,100,100
2022-09-08 11:38:17,107,133,112,168,100,100,101
2022-09-08 11:38:17,126,149,139,0,99,101,99
2022-09-08 11:38:17,195,187,171,0,101,101,100
2022-09-08 11:38:17,187,125,142,154,101,99,101
2022-09-08 11:38:17,164,194,146,0,101,100,100
2022-09-08 11:38:17,200,139,110,111,99,99,101
2022-09-08 11:38:17,151,174,126,152,101,101,99
2022-09-08 11:38:17,104,183,197,0,99,99,101
2022-09-08 11:38:17,117,117,160,182,101,99,99
2022-09-08 11:38:17,176,115,138,0,101,100,100
2022-09-08 11:38:17,189,196,166,162,101,101,99
2022-09-08 11:38:17,139,191,135,128,99,101,100
2022-09-08 11:38:17,103,193,152,100,101,100,101
2022-09-08 11:38:17,135,179,117,0,99,100,99
2022-09-08 11:38:17,182,158,189,146,101,100,100
2022-09-08 11:38:17,112,107,165,172,100,100,100
2022-09-08 11:38:17,113,156,156,0,99,101,99
2022-09-08 11:38:17,171,164,115,160,100,99,99
2022-09-08 11:38:17,173,170,120,118,99,99,100
2022-09-08 11:38:17,147,105,123,0,101,100,99
2022-09-08 11:38:17,167,153,163,180,101,100,100
2022-09-08 11:38:17,153,186,199,123,101,99,99
2022-09-08 11:38:17,121,123,137,109,101,99,101
2022-09-08 11:38:17,169,168,152,144,99,99,99
2022-09-08 11:38:17,120,159,132,171,99,100,101
2022-09-08 11:38:17,140,109,155,121,101,100,100
2022-09-08 11:38:17,172,109,164,182,100,100,99
2022-09-08 11:38:17,183,193,173,127,100,101,100
2022-09-08 11:38:17,178,145,151,161,99,100,101
2022-09-08 11:38:17,103,162,155,194,100,99,99
2022-09-08 11:38:17,195,100,116,122,99,99,100
2022-09-08 11:38:17,143,172,131,154,100,100,99
2022-09-08 11:38:17,187,109,185,0,101,99,99
2022-09-08 11:38:17,180,118,193,175,99,100,101
2022-09-08 11:38:17,121,128,101,140,99,99,99
2022-09-08 11:38:17,126,113,144,155,99,101,99
2022-09-08 11:38:17,165,118,181,181,100,101,101
2022-09-08 11:38:17,144,157,115,0,101,101,101
2022-09-08 11:38:17,165,124,134,142,100,100,100
2022-09-08 11:38:17,151,141,161,193,101,100,99
